id,kode,nama,categoryId,mitra,stok,modal,p1,p2,p3,p4,lokasiItem,lokasiStock,notes
812,MITSASSHOCK-SCOP21,AS SHOCK DPN SCOPY LED 2021 K2F,,,0,133800,228000,148000,154500,162000,,,
840,MITSASSHOCK-SKYW,AS SHOCK DPN SKYWARE MITSUDA,,,0,139000,225000,153000,160000,167000,,,
839,MITSASSHOCKS-SKYD,AS SHOCK DPN SKYDRAVE MITSUDA,,,0,139000,223000,152900,160000,167000,,,
856,MITSASSHOCKS-SMASN,AS SHOCK DPN SMASH NEW MITSUDA,,,0,139000,223000,152900,160000,167000,,,
925,MITSASSHOCK-VAR160,AS SHOCK DPN VARIO 160 2022 MITSUDA,,,0,133800,228000,148000,154500,162000,,,
975,MITSASSHOCK-XEON,AS SHOCK DPN XEON MITSUDA,,,0,139000,223000,152900,160000,167000,,,
3756,MITSBCON-FR80,CONRODKIT FR80 MITSUBOSHI TK2-B,,,0,63000,101000,69300,72450,75600,,,
3762,MITSBCON-G7T,CONRODKIT G7T MITSUBOSHI TK2-B,,,0,55000,82000,60500,63250,66000,,,
3784,MITSBCON-H90,CONRODKIT H-90 MITSUBOSHI TK2-B,,,0,62500,101000,68750,71875,75000,,,
3842,MITSBCON-L2G,CONRODKIT L2G MITSUBOSHI TK2-B,,,0,58000,92000,63800,66700,69600,,,
2073,MITSBUSIGP7HSZ,BUSI F1 GP7HSZ MITSUDA,,,0,15000,22000,16500,17250,18000,,,
2078,MITSBUSIGPEA8Z,BUSI GL GPEA8Z MITSUDA,,,0,15000,22000,16500,17250,18000,,,
20387,MITSBVBELTO-KYMCO,VANBELT KYMCO TREND ONLY MITSUBOSHI,,,0,69600,112000,76560,80040,83520,,,
20384,MITSBVBELTO-KYMCOEASY,VANBELT KYMCO EASY ONLY MITSUBOSHI,,,0,94500,149500,103950,108675,113400,,,
20385,MITSBVBELTO-KYMCOFRE,VANBELT KYMCO FREE LX ONLY ONLY MITSUBOSHI,,,0,65700,108000,72270,75555,78840,,,
2183,MITSCARB-ARASHI,CARBURATOR ARASHI MITSUDA TK2,,,0,252000,401000,277200,290000,302500,,,
2430,MITSCARB-SHO125,CARBURATOR SHOGUN 125 FL MITSUDA TK2,,,0,261000,391000,287100,300150,313200,,,
2429,MITSCARB-SHO125.,CARBURATOR SHOGUN 125 FD MITSUDA TK2,,,0,219000,328000,240900,252000,263000,,,
2805,MITSCDI-BLITZ-KRN,CDI CS1/BLITZ/KIRANA MITSUDA TK1L1/1,,,0,132500,221000,145750,152500,159000,,,
2937,MITSCDI-MX-N,CDI MX/NEW MITSUDA TK1L3,,,0,198000,336000,218000,228000,238000,,,
2950,MITSCDI-NIN,CDI NINJA MITSUDA,,,0,193000,309000,212500,222500,232000,,,
2997,MITSCDI-RXS,CDI RXS/V80 MITSUDA TK1L3,,,0,24500,43500,26950,28175,29400,,,
3065,MITSCDI-SPIN,CDI SPIN/SKY WAVE MITSUDA TK1L1/1,,,0,127000,215000,139700,146050,152400,,,
3132,MITSCDI-VGZR-MION,CDI VEGA ZR/MIO NEW MITSUDA TK1L5,,,0,115000,193000,126500,132250,138000,,,
3139,MITSCDI-XEON,CDI XEON MITSUDA TK1L3,,,0,189000,320000,207900,217350,226800,,,
3230,MITSCOIL-CS1,COIL CS1 MITSUDA TK2-C,,,0,42500,67500,46800,49000,51500,,,
3279,MITSCOIL-JUPZFI,COIL JUPITER Z1 MITSUDA TK2-C,,,0,44700,71500,49200,51500,54000,,,
3294,MITSCOIL-KAZE,COIL KAZE MITSUDA,,,0,46900,79500,52000,54000,56500,,,
3297,MITSCOIL-L2SN,COIL L2SN MITSUDA TK2-C,,,0,44700,67500,49200,51500,54000,,,
3313,MITSCOIL-MIOJ,COIL MIO J MITSUDA TK2-C,,,0,44700,71500,49200,51500,54000,,,
3300,MITSCOIL-MPRO,COIL MEGAPRO 2011 MITSUDA TK2-C,,,0,42500,67500,46800,49000,51500,,,
3362,MITSCOIL-SAT2T,COIL SATRIA MITSUDA TK2-C,,,0,42500,67500,46800,49000,51500,,,
3385,MITSCOIL-SMASH,COIL SMASH NEW MITSUDA TK2-C,,,0,42500,69000,46800,49000,51500,,,
3391,MITSCOIL-SMASH.,COIL SOUL GT MITSUDA TK2-C,,,0,44700,71500,49200,51500,54000,,,
3431,MITSCOIL-VEGAR,COIL VEGA R MITSUDA TK2-C,,,0,44700,71500,49200,51500,54000,,,
3438,MITSCOIL-XEON,COIL XEON RC MITSUDA TK2-C,,,0,44700,71500,49200,51500,54000,,,
3469,MITSCOMST-BLI,COMSTIR BLITZ MITSUDA TK2-B-2-8,,,0,35500,58500,39050,41000,43000,,,
3519,MITSCOMST-GRA,COMSTIR GRAND/ALL BBK/MATIC/PCX MITSUDA TK2-B-3-9,,,0,35500,58500,39050,41000,43000,,,
3524,MITSCOMST-HAYA,COMSTIR HAYATE 125/AXELO MITSUDA TK2-B-2-9,,,0,35400,58500,38940,41000,42500,,,
3574,MITSCOMST-MIOJ-VGZR,COMSTIR MIO J/VEGA ZR/JUP FI MITSUDA TK2-C-1-8,,,0,35500,56500,39050,41000,43000,,,
3716,MITSCON-BEAT,CONRODKIT BEAT MITSUDA TK2-B,,,0,89500,142000,98450,102925,107400,,,
3856,MITSCON-MIOJ,CONRODKIT MIO J MITSUDA TK2-B,,,0,95200,148000,101750,106375,111000,,,
3954,MITSCON-RXS,CONRODKIT RXS MITSUDA TK2-B,,,0,96000,154000,105600,110400,115200,,,
4006,MITSCON-VAR,CONRODKIT VARIO MITSUDA TK2-B,,,0,114000,182000,125400,131100,136800,,,
4181,MITSCRGP-BEATPOP,CORONG PULLY BEAT POP MITSUDA TK2-C,,,0,16800,30500,20500,21500,23000,,,
4721,MITSFILT-BYS,FILTER OLI BYSON MITSUDA TK2-C,,,0,9800,17500,10780,11270,11760,,,
4724,MITSFILT-FI,FILTER OLI FORCE FI MITSUDA TK2-C,,,0,9800,16500,10800,11500,12000,,,
4725,MITSFILT-JUPZ1,FILTER OLI JUP Z FI MITSUDA TK2-C,,,0,9800,16500,10780,11270,11760,,,
5717,MITSHANDELKN-NEX,HANDEL REM NEX SILVER MITSUDA,,,0,12400,21500,13800,14500,15000,,,
5763,MITSHANDELKN-SCOP,HANDEL REM SCOPY FI HITM MITSUDA,,,0,15600,27500,17250,18000,19000,,,
5769,MITSHANDELKN-SHO125,HANDEL REM SHOGUN 125 HTM MITSUDA,,,0,12000,21000,13750,14500,15000,,,
5779,MITSHANDELKN-SKYDR,HANDEL REM SKYDRIVE/SMASH/NEX/SKYWARE KN SIL MITSUDA TK2-L,,,0,12400,21500,13750,14500,15000,,,
5804,MITSHANDELKN-SPIN,HANDEL REM SPIN MITSUDA,,,0,12400,21000,13750,14500,15000,,,
5806,MITSHANDELKN-STYLO,HANDEL REM STYLO MITSUDA SILVER,,,0,15100,25500,17000,17500,18500,,,
5859,MITSHANDELKN-VARCBSH,HANDEL REM VARIO CBS HTM MITSUDA,,,0,15600,26500,17250,18000,19000,,,
5867,MITSHANDELKN-VARF1,HANDEL REM VARIO CBS/VARIO FI SIL MITSUDA,,,0,14900,25500,16500,17250,18000,,,
5280,MITSHANDELKR-CS1,HANDEL KOPLING CS1 MITSUDA TK2-L,,,0,14000,24500,15400,16500,17000,,,
5435,MITSHANDELKR-SCOP,HANDEL KOPLING SCOPY F1 HITAM MITSUDA,,,0,14900,25500,16500,17250,18000,,,
5442,MITSHANDELKR-SKYDR,HANDEL KOPLING SKYDRIVE SIL MITSUDA,,,0,14200,24500,15650,16400,17000,,,
5451,MITSHANDELKR-SPINSIL,HANDEL KOPLING SPIN SIL MITSUDA,,,0,14100,24500,15650,16350,17100,,,
5454,MITSHANDELKR-STYLO,HANDEL KOPLING STYLO MITSUDA SILVER,,,0,15400,26500,17000,18000,18500,,,
5482,MITSHANDELKR-VAR125K60,HANDEL KOPLING VARIO 125 LED K60 MITSUDA,,,0,17200,29500,19000,20000,20750,,,
5502,MITSHANDELKR-VARCBS,HANDEL KOPLING VARIO CBS MITSUDA,,,0,15300,26500,17000,17700,18550,,,
5507,MITSHANDELKR-VARF1,HANDEL KOPLING VARIO FI MITSUDA,,,0,14200,24500,15650,16400,17000,,,
6146,MITSHOLD-CBR,HOLDER KANAN CBR/VERZA MITSUDA TK2-B,,,0,81150,129500,89265,93500,97500,,,
6160,MITSHOLD-CRY,HOLDER KANAN CRYPTON MITSUDA TK2-B,,,0,45750,75500,50325,53000,55000,,,
6497,MITSHOLD-FI.,HOLDER KIRI FI MITSUDA TK2-B,,,0,40000,64000,44000,46000,48000,,,
6520,MITSHOLD-FU,HOLDER KIRI FU NEW MITSUDA TK2-B,,,0,61500,99000,67650,71000,74000,,,
6288,MITSHOLD-MIOJ,HOLDER KANAN MIO J/XEON RC MITSUDA TK2-B,,,0,36400,60500,40040,42000,44000,,,
6871,MITSHOLD-NEX,HOLDER NEX MITSUDA TK2-B,,,0,19500,33500,21450,22425,23400,,,
6319,MITSHOLD-NIN,HOLDER KANAN NINJA 250 MITSUDA TK2-B,,,0,118000,189000,129800,136000,142000,,,
6665,MITSHOLD-NIN250,HOLDER KIRI NINJA 250 MITSUDA TK2-B,,,0,118000,189000,129800,136000,142000,,,
6670,MITSHOLD-PCX,HOLDER KIRI PCX K97 MITSUDA,,,0,99400,168000,109500,114500,119500,,,
6400,MITSHOLD-VARKN,HOLDER KANAN VARIO 150 NEW K59 MITSUDA,,,0,99400,168000,109500,114500,119500,,,
6811,MITSHOLD-VARKR,HOLDER KIRI VARIO 150 NEW K59 MITSUDA,,,0,99400,168000,109500,114500,119500,,,
6476,MITSHOLD-VERSA,HOLDER KIRI CBR/VERZA MITSUDA TK2-B,,,0,83500,133500,91850,96500,100500,,,
6434,MITSHOLD-VIXN,HOLDER KANAN VIXION NEW MITSUDA TK2-B,,,0,54150,86500,59565,62500,65000,,,
7792,MITSKAKOPL-BYS,KABEL KOPLING BYSON MITSUDA TK2-B-1-2,,,0,16900,29500,18590,19435,20280,,,
10198,MITSKBABI-MEG,KEPALA BABI MEGA PRO MITSUDA,,,0,134000,225000,147500,155000,161500,,,
10286,MITSKBABI-V125K60,KEPALA BABI VARIO 125 ESP K60 MITSUDA,,,0,133000,219000,147000,154000,161000,,,
8628,MITSKGANDAA-BEAFIESP,KAMPAS GANDA ASSY BEAT FI ESP MITSUDA TK2-G,,,0,159500,256000,175450,183500,191500,,,
8636,MITSKGANDAA-BEAPOPESP,KAMPAS GANDA ASSY BEAT POP ESP MITSUDA TK2-G,,,0,159500,256000,175450,183500,191500,,,
8672,MITSKGANDAA-GRA,KAMPAS GANDA ASSY GRAND/PRIMA MITSUDA TK2-G,,,0,114400,183000,126000,132000,138000,,,
8716,MITSKGANDAA-MIOGT,KAMPAS GANDA ASSY MIO GT MITSUDA TK2-G,,,0,156000,249500,171600,179500,187500,,,
8776,MITSKGANDAA-SCOOP,KAMPAS GANDA ASSY SCOOPY ESP [K16]/BEAT FI ESP MITSUDA TK2-G,,,0,159500,256000,175450,183500,191500,,,
8803,MITSKGANDAA-SMATIT,KAMPAS GANDA ASSY SMASH TITAN MITSUDA TK2-G,,,0,136500,218500,150150,157000,164000,,,
8805,MITSKGANDAA-SPAC,KAMPAS GANDA ASSY SPACY MITSUDA TK2-G,,,0,115500,185000,127050,133000,139000,,,
8811,MITSKGANDAA-SPI,KAMPAS GANDA ASSY SPIN MITSUDA TK2-G,,,0,156200,249500,171820,180000,187500,,,
8974,MITSKGANDAO-HAYA,KAMPAS GANDA ONLY HAYATE MITSUDA,,,0,143000,235000,157500,164500,172000,,,
9079,MITSKGANDAO-PCX,KAMPAS GANDA ONLY PCX MITSUDA TK2-G,,,0,145000,232000,159500,167000,174000,,,
9064,MITSKGANDAO-SMATI,KAMPAS GANDA ONLY MITSUDA,,,0,58600,97000,65000,68000,71000,,,
9141,MITSKGANDAO-SMS,KAMPAS GANDA ONLY SMASH TITAN MITSUDA,,,0,58600,97000,64500,67500,70500,,,
9157,MITSKGANDAO-VAR110,KAMPAS GANDA ONLY VARIO 110 FI MITSUDA TK2-G,,,0,122000,195500,134200,140500,146500,,,
9203,MITSKGANDAO-XRIDE,KAMPAS GANDA ONLY XRIDE MITSUDA TK2-G,,,0,156000,249500,171600,179500,187500,,,
7409,MITSKGAS-MXN,KABEL GAS MXN MITSUDA TK2-A-1-11,,,0,37500,64500,41250,43125,45000,,,
10330,MITSKIPASAG-BEA,KIPAS ALUMUNIUM ASSY BEAT MITSUDA,,,0,99500,164000,109500,115000,120000,,,
10331,MITSKIPASAG-NEX,KIPAS ALUMUNIUM ASSY NEX MITSUDA,,,0,101000,166500,111100,117000,122000,,,
10366,MITSKIPASAS-SKY,KIPAS ALUMUNIUM SKYDRAVE MITSUDA,,,0,40300,68500,44400,47000,49000,,,
10387,MITSKIPASAX-XEON,KIPAS ALUMUNIUM XEON MITSUDA,,,0,26600,48500,29300,31000,32000,,,
10389,MITSKIPASAX-XEONRC,KIPAS ALUMUNIUM XEON RC MITSUDA,,,0,21000,36500,23100,25000,26000,,,
10442,MITSKIPR-ATHL,KIPROK ATHELETE MITSUDA,,,0,44300,75500,49000,51000,53500,,,
10502,MITSKIPR-NIN,KIPROK NINJA MITSUDA,,,0,44500,75500,49000,51500,53500,,,
10571,MITSKIPR-ZX,KIPROK ZX 130 MITSUDA,,,0,44300,75500,49000,51500,53500,,,
9277,MITSKKOPLING-BLA,KAMPAS KOPLING BLADE MITSUDA,,,0,35000,58000,39000,41000,42500,,,
9284,MITSKKOPLING-BLI,KAMPAS KOPLING BLITZ MITSUDA,,,0,40800,69500,44700,47000,49000,,,
9287,MITSKKOPLING-BYS,KAMPAS KOPLING BYSON MITSUDA,,,0,54500,92500,60000,63000,66000,,,
9291,MITSKKOPLING-C70,KAMPAS KOPLING C70/ C800 MITSUDA,,,0,28500,49500,31500,33500,35000,,,
9303,MITSKKOPLING-CBRLED,KAMPAS KOPLING CBR150 LED MITSUDA,,,0,45200,77500,50000,52000,54500,,,
9307,MITSKKOPLING-FI,KAMPAS KOPLING F1 MITSUDA,,,0,42000,71500,46500,48500,51500,,,
9353,MITSKKOPLING-FR,KAMPAS KOPLING FR80 MITSUDA,,,0,59600,99500,66000,69000,75000,,,
9360,MITSKKOPLING-FU,KAMPAS KOPLING FU/ THUNDER/ RGR MITSUDA,,,0,42000,71500,46500,49000,51000,,,
9379,MITSKKOPLING-GL,KAMPAS KOPLING GL 100 MITSUDA,,,0,42000,71500,46500,49000,51500,,,
9395,MITSKKOPLING-GRA,KAMPAS KOPLING GRAND MITSUDA,,,0,36100,60500,40250,42000,44000,,,
9424,MITSKKOPLING-KAR,KAMPAS KOPLING KARISMA MITSUDA,,,0,36500,65000,42000,46000,48000,,,
9448,MITSKKOPLING-KAZ,KAMPAS KOPLING KAZE MITSUDA,,,0,40800,69500,45000,47000,49000,,,
9455,MITSKKOPLING-KLX,KAMPAS KOPLING KLX MITSUDA,,,0,42000,71500,46500,48500,50500,,,
9457,MITSKKOPLING-L2G,KAMPAS KOPLING L2G/ YB MITSUDA,,,0,46700,77500,51500,54000,56500,,,
9460,MITSKKOPLING-LS3,KAMPAS KOPLING LS3 MITSUDA,,,0,36500,61000,40500,42000,44000,,,
9472,MITSKKOPLING-MX,KAMPAS KOPLING MX MITSUDA,,,0,37600,64000,41500,44000,46000,,,
9467,MITSKKOPLING-MXK,KAMPAS KOPLING MX KING MITSUDA,,,0,53300,93500,59000,61500,64000,,,
9483,MITSKKOPLING-MXN,KAMPAS KOPLING MX NEW MITSUDA,,,0,43000,72500,47500,50000,52500,,,
9489,MITSKKOPLING-NEO,KAMPAS KOPLING NEOTECH MITSUDA,,,0,42000,71500,46500,49000,51000,,,
9502,MITSKKOPLING-NIN,KAMPAS KOPLING NINJA MITSUDA,,,0,64100,106000,70500,74500,77500,,,
9514,MITSKKOPLING-RC100,KAMPAS KOPLING RC 100 MITSUDA,,,0,44500,73500,49500,52000,54000,,,
9523,MITSKKOPLING-RC110,KAMPAS KOPLING RC 110 MITSUDA,,,0,52000,87500,57500,60000,63000,,,
9538,MITSKKOPLING-REV,KAMPAS KOPLING REVO ABS MITSUDA,,,0,34200,56500,38000,40000,42000,,,
9554,MITSKKOPLING-RXK,KAMPAS KOPLING RXK MITSUDA,,,0,48000,81500,53000,55500,57500,,,
9561,MITSKKOPLING-RXZ,KAMPAS KOPLING RXZ MITSUDA,,,0,42250,71500,46500,49000,51000,,,
9580,MITSKKOPLING-SCO,KAMPAS KOPLING SCORPIO MITSUDA,,,0,58950,101000,65000,68000,71000,,,
9591,MITSKKOPLING-SHO,KAMPAS KOPLING SHOGUN MITSUDA,,,0,46500,75500,51500,53500,56000,,,
9607,MITSKKOPLING-SMA,KAMPAS KOPLING SMASH MITSUDA,,,0,40000,67500,44000,46500,48500,,,
9617,MITSKKOPLING-SUPF1,KAMPAS KOPLING SUPRA 125 F1 MITSUDA,,,0,36300,61500,40000,42000,44000,,,
9648,MITSKKOPLING-T0SS,KAMPAS KOPLING TOSSA 150 MITSUDA,,,0,45400,78500,50500,53000,55000,,,
9655,MITSKKOPLING-V75,KAMPAS KOPLING V75 MITSUDA,,,0,25800,42500,28500,30000,31000,,,
9657,MITSKKOPLING-V80,KAMPAS KOPLING V80 MITSUDA,,,0,46200,77000,51000,53500,56000,,,
9686,MITSKKOPLING-VIXI,KAMPAS KOPLING VIXION MITSUDA,,,0,61000,102000,67500,70500,73500,,,
9694,MITSKKOPLING-VIXI2PV,KAMPAS KOPLING VIXION NEW 2PV MITSUDA,,,0,60400,102000,67000,70000,73500,,,
9693,MITSKKOPLING-VIXN,KAMPAS KOPLING VIXION NEW 1PA MITSUDA,,,0,42100,71500,46500,48500,50500,,,
9666,MITSKKOPLING-VZR,KAMPAS KOPLING VEGA ZR MITSUDA,,,0,24900,42500,27500,29000,29500,,,
9676,MITSKKOPLING-VZRNE,KAMPAS KOPLING VEGA ZR NEW MITSUDA,,,0,24800,42500,27500,29500,30500,,,
9279,MITSKKOPLKING-BLADENEW,KAMPAS KOPLING BLADE NEW MITSUDA,,,0,34400,58500,38000,39500,41500,,,
8459,MITSKSPEDO-SKYD,KABEL SPEDO SKYDRIVE MITSUDA TK2-A-1-2,,,0,14700,25000,16170,16905,17640,,,
10102,MITSKTENS-BEAT,KARET TENSIONER VARIO/FI/BEAT/SCOPY/ESP MITSUDA,,,0,30600,52500,34500,36000,37500,,,
9892,MITSKTENS-BLIT,KARET TENSIONER BLIT MITSUDA,,,0,31500,53500,46000,36500,38500,,,
9910,MITSKTENS-CBR,KARET TENSIONER CBR150 MITSUDA,,,0,30000,52500,33000,35000,36000,,,
9913,MITSKTENS-CBR250,KARET TENSIONER CBR250 R MITSUDA,,,0,34300,58500,37800,40000,42000,,,
9907,MITSKTENS-CBRL,KARET TENSIONER CBR150 LED MITSUDA,,,0,31200,54500,34400,36000,38000,,,
9912,MITSKTENS-CBRN,KARET TENSIONER CBR150RN [K45] MITSUDA,,,0,31200,54500,34400,36000,38000,,,
9921,MITSKTENS-CS1,KARET TENSIONER CS1/SONIC MITSUDA,,,0,28500,49500,31400,33000,35000,,,
9922,MITSKTENS-FAZ,KARET TENSIONER FAZZIO MITSUDA,,,0,28500,47500,31500,33000,35000,,,
9929,MITSKTENS-FINOF1,KARET TENSIONER FINO F1 MITSUDA,,,0,30600,52500,34500,36000,37500,,,
9937,MITSKTENS-GER,KARET TENSIONER GEAR  MITSUDA,,,0,28500,47500,31500,33000,35000,,,
9981,MITSKTENS-KLX,KARET TENSIONER KLX150 MITSUDA,,,0,28500,49000,31400,33000,35000,,,
9983,MITSKTENS-LEXI,KARET TENSIONER LEXI MITSUDA,,,0,28900,48500,32000,33500,35500,,,
9999,MITSKTENS-MIOJ,KARET TENSIONER MIO J MITSUDA,,,0,29400,52500,32400,34000,36000,,,
10033,MITSKTENS-NEX,KARET TENSIONER NEX MITSUDA,,,0,27200,49500,30000,32000,33000,,,
10031,MITSKTENS-NEXFI,KARET TENSIONER NEX FI MITSUDA,,,0,22700,46500,25000,27000,28000,,,
10041,MITSKTENS-PCX160,KARET TENSIONER PCX 160 MITSUDA,,,0,25000,42500,27500,29500,30500,,,
10046,MITSKTENS-SCOPF1,KARET TENSIONER SCOPY F1 MITSUDA,,,0,30600,51500,34000,36000,37500,,,
10061,MITSKTENS-SKYD,KARET TENSIONER SKYDRIVE MITSUDA,,,0,27200,49500,30000,32000,33000,,,
10069,MITSKTENS-SPACY F1,KARET TENSIONER SPACY FI MITSUDA,,,0,30600,52500,34500,36000,37500,,,
10072,MITSKTENS-SUP125FI,KARET TENSIONER SUPRA125 FI OLD MITSUDA,,,0,27200,47500,30000,32000,33000,,,
10105,MITSKTENS-VAR150,KARET TENSIONER VARIO150 ESP MITSUDA,,,0,29500,49500,32500,34000,36000,,,
10092,MITSKTENS-VAR160,KARET TENSIONER VARIO 160 MITSUDA,,,0,25000,42500,27500,29500,30500,,,
10096,MITSKTENS-VARF1,KARET TENSIONER VARIO FI MITSUDA,,,0,30600,52500,34500,36000,37500,,,
10115,MITSKTENS-VEGZR,KARET TENSIONER VEGAZR/RR/JUP ROBOT MITSUDA,,,0,27800,49500,30600,32000,34000,,,
10118,MITSKTENS-VIXLE,KARET TENSIONER VIXION LED MITSUDA,,,0,29800,49500,33000,34500,36000,,,
10126,MITSKTENS-XEON,KARET TENSIONER XEON/XEON RC MITSUDA,,,0,28500,49500,31400,33000,35000,,,
10891,MITSKUNCIA-KLX,KUNCI KONTAK ASSY KLX 150 MITSUDA TK2-B,,,0,149000,239000,163900,171500,179000,,,
10983,MITSKUNCIA-SCOPK2F,KUNCI KONTAK ASSY SCOPY 2020 K2F MITSUDA,,,0,183000,285000,201500,211000,220000,,,
11309,MITSKUNCIO-JUPF1,KUNCI KONTAK ONLY JUPITER F1 MITSUDA TK2-B,,,0,149000,238500,163900,171500,179000,,,
11393,MITSKUNCIO-NIN,KUNCI KONTAK ONLY NINJA R MITSUDA,,,0,94500,148000,104000,109000,114000,,,
11390,MITSKUNCIO-NIN250RF1,KUNCI KONTAK ONLY NINJA 250R F1 MITSUDA TK2-B,,,0,174000,279000,191400,200500,209000,,,
11429,MITSKUNCIO-REVOAT11,KUNCI KONTAK ONLY REVO AT 2011 MITSUDA TK2-B,,,0,200000,320000,220000,230000,240000,,,
11436,MITSKUNCIO-REVOFIT,KUNCI KONTAK ONLY REVO FIT MITSUDA TK2-B,,,0,106000,170000,116600,122000,127500,,,
11499,MITSKUNCIO-SHOO,KUNCI KONTAK ONLY SHOOTER MITSUDA,,,0,95900,149000,105500,111000,116000,,,
11501,MITSKUNCIO-SKYDRV.,KUNCI KONTAK ONLY SKYDRIVE MITSUDA TK2-B,,,0,121000,193500,133100,139500,145500,,,
11788,MITSKUSED-MIOJ,KUNCI SADEL MIO J MITSUDA TK2-L,,,0,31000,51000,34100,35650,37200,,,
11803,MITSKUSED-SHON,KUNCI SADEL SHOGUN NEW MITSUDA TK2-L,,,0,41000,69000,45500,48000,50000,,,
12401,MITSNOKEN-BEAT,NOKEN AS BEAT MITSUDA TK2-C,,,0,105500,169000,116000,121500,127000,,,
12394,MITSNOKEN-BEATESP,NOKEN AS BEAT ESP MITSUDA TK2-C,,,0,144900,232000,159500,167000,174000,,,
12406,MITSNOKEN-BLADEN,NOKEN AS BLADE NEW MITSUDA TK2-C,,,0,119000,196000,131000,137000,143000,,,
12433,MITSNOKEN-CG125,NOKEN AS CG125 MITSUDA TK2-C,,,0,125000,198000,137500,144000,150000,,,
12424,MITSNOKENEX-CBR,NOKEN AS CBR 150 LED EX(K45 MITSUDA TK2-C,,,0,235500,378000,259000,271000,283000,,,
12428,MITSNOKENEX-CBRL,NOKEN AS CBR150 LED EX(K56 MITSUDA TK2-C,,,0,235500,362000,259000,271000,282500,,,
12421,MITSNOKENIN-CB150R,NOKEN AS CB150R IN MITSUDA TK2-C,,,0,238700,382000,263000,275000,286500,,,
12426,MITSNOKENIN-CBR,NOKEN AS CBR 150 LED/SONIC LED  IN(K56 MITSUDA TK2-C,,225000,0,235500,362000,259000,271000,282500,,,
12425,MITSNOKENIN-CBRL,NOKEN AS CBR 150 LED IN(K45 MITSUDA TK2-C,,,0,235500,378000,259000,271000,283000,,,
12489,MITSNOKEN-JUPZN,NOKEN AS JUPITER Z NEW MITSUDA TK2-C,,,0,94500,152000,104000,109000,113500,,,
12539,MITSNOKEN-MIOJ,NOKEN AS MIO J/GT MITSUDA TK2-C,,,0,120500,206000,132550,139000,145000,,,
12526,MITSNOKEN-MPROMONO,NOKEN AS MEGA PRO MONO/VERZA/CRF MITSUDA TK2-C,,,0,134500,216000,148000,155000,161500,,,
12583,MITSNOKEN-REVOFI,NOKEN AS REVO FI MITSUDA TK2-C,,,0,119000,198000,131000,137000,143000,,,
12592,MITSNOKEN-SCOOPYK2F,NOKEN AS SCOOPY FI ESP K2F,,,0,154000,261000,169500,177500,185000,,,
12591,MITSNOKEN-SCOOPYK93,NOKEN AS SCOOPY ESP K93,,,0,144000,245000,158500,166000,173000,,,
12436,MITSNOKENSET-CRF,NOKEN AS CRF 150/VERSA L MITSUDA TK2-C,,,0,136000,224500,149600,156500,163500,,,
12621,MITSNOKEN-SHO,NOKEN AS SHOGUN/NEW MITSUDA TK2-C,,,0,94500,151500,104000,109000,113500,,,
12602,MITSNOKEN-SHO125,NOKEN AS SHO 125 MITSUDA TK2-C,,,0,117000,189500,129000,135000,140500,,,
12643,MITSNOKEN-SUPGTR,NOKEN AS SUPRA GTR K59 IN MITSUDA,,,0,225000,259000,248500,260000,272000,,,
12642,MITSNOKEN-SUPGTREX,NOKEN AS SUPRA GTR K59 EX MITSUDA,,,0,225000,259000,248500,260000,272000,,,
12926,MITSOLI-MX,OLI POMP ASSY MX MITSUDA TK2-C,,,0,57000,94500,62700,65550,68400,,,
12871,MITSOLIP-BEA,OLI POMP ASSY BEAT FI MITSUDA TK2-C,,,0,43300,82000,54000,57000,59500,,,
12874,MITSOLIP-BEAT,OLI POMP ASSY BEAT POPMITSUDA TK2-C,,,0,43300,74500,47630,49795,51960,,,
12881,MITSOLIP-CRY,OLI POMP ASSY CRYPTON /VEGAMITSUDA TK2-C,,,0,68500,118000,75350,78775,82200,,,
12886,MITSOLIP-F1,OLI POMP ASSY F1 MITSUDA TK2-C,,,0,151500,249000,166650,174225,181800,,,
12893,MITSOLIP-GRA,OLI POMP ASSY GRAND MITSUDA TK2-C,,,0,23000,39500,25300,26450,27600,,,
12914,MITSOLIP-MEG,OLI POMP ASSY MEGAPRO MITSUDA TK2-C,,,0,96000,162000,106500,112000,117500,,,
12919,MITSOLIP-MIOJ,OLI POMP ASSY MIO J MITSUDA TK2-C,,,0,72000,118000,79200,82800,86400,,,
12921,MITSOLIP-MIOSOUGT,OLI POMP ASSY MIO SOUL GT MITSUDA TK2-C,,,0,59700,95500,65670,68655,71640,,,
12936,MITSOLIP-PRO,OLI POMP ASSY PRO MITSUDA TK2-C,,,0,78500,157000,86350,90275,94200,,,
12942,MITSOLIP-RXK,OLI POMP ASSY RXK MITSUDA TK2-C,,,0,116000,188000,129000,135000,141000,,,
12945,MITSOLIP-RXKNE,OLI POMP ASSY RXK NEW MITSUDA TK2-C,,,0,207000,331000,228000,238500,249000,,,
12960,MITSOLIP-SCOR,OLI POMP ASSY SCORPIOMITSUDA TK2-C,,,0,156000,249500,171600,179400,187200,,,
12965,MITSOLIP-SPAC,OLI POMP ASSY SPACY FI MITSUDA TK2-C,,,0,43300,82000,54000,57000,59500,,,
12976,MITSOLIP-VARF1,OLI POMP ASSY VARIO FI MITSUDA TK2-C,,,0,43300,74500,47630,49795,51960,,,
